"filename";"caption";"date1";"date2";"date";"date3";"agent";"role";"agent2";"role2";"copyright";"source";"empty_column";"notes";"mon_id";"class_code";"classification";"agent3";"date_scan";"license";"url";"rights_text";"heidata";"heidoc"
"LAL1801_P_20200218_02";"Umāmaheśvara Degaḥ, view from SW";"";"";"2020-02-18";"";"1173869";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1801_P_20200218_03";"Umāmaheśvara Degaḥ, view from W";"";"";"2020-02-18";"";"1173869";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1801_P_20200218_05";"Umāmaheśvara Degaḥ, view from W";"";"";"2020-02-18";"";"1173869";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1801_P_20200218_07";"Umāmaheśvara Degaḥ, pinnacle, view from S";"";"";"2020-02-18";"";"1173869";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1801_P_20200218_09";"Umāmaheśvara Degaḥ, entrance to the sanctum, view from E";"";"";"2020-02-18";"";"1173869";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1801_P_20200218_10";"Umāmaheśvara Degaḥ, detail of columns, view from W";"";"";"2020-02-18";"";"1173869";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1801_P_20200218_01";"Umāmaheśvara Degaḥ, view from E";"";"";"2020-02-18";"";"1173869";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1801_H_1976_Schroeder";"Umāmaheśvara Degaḥ, view from E";"";"";"1976";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 258";"";"";"LAL1801";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"KIR4013_P_2015_02";"Cilancva Dhvākhā Phalcā, reconstruction of the roof framing, view from NW";"";"";"2015";"";"1208644";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_04";"Cilancva Dhvākhā Phalcā, view from W";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_05";"Cilancva Dhvākhā Phalcā, view from E";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_08";"Cilancva Dhvākhā Phalcā, traditional clothing on display, view from NE";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_01";"Cilancva Dhvākhā Phalcā, view from E";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_02";"Cilancva Dhvākhā Phalcā, view from E";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_03";"Cilancva Dhvākhā Phalcā, view from NW";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_2015_01";"Cilancva Dhvākhā Phalcā, early stage of the post-earthquake reconstruction, view from NW";"";"";"2015";"";"1208644";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_06";"Cilancva Dhvākhā Phalcā, view from W";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211021_09";"Cilancva Dhvākhā Phalcā, historic column, view from N";"";"";"2021-10-21";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211108_05";"Cilancva Dhvākhā Phalcā, view from W";"";"";"2021-11-08";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211108_01";"Cilancva Dhvākhā Phalcā, view from W";"";"";"2021-11-08";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211108_02";"Cilancva Dhvākhā Phalcā, view from W";"";"";"2021-11-08";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211108_04";"Cilancva Dhvākhā Phalcā, view from S";"";"";"2021-11-08";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211108_06";"Cilancva Dhvākhā Phalcā, column, view from S";"";"";"2021-11-08";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211108_09";"Cilancva Dhvākhā Phalcā, view from E";"";"";"2021-11-08";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"KIR4013_P_20211108_08";"Cilancva Dhvākhā Phalcā, view from E";"";"";"2021-11-08";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"KIR4013";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660-004_P_20190307_01";"Nāya Hiṭī at Cyāsaḥ, Śivaliṅga, view from N";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_I_20190307_01";"Naya Hiṭī, inscription from VS 2037 (55 x 55 cm), attached to the eastern wall of the Naya Hiṭī";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_04";"Nāya Hiṭī at Cyāsaḥ, view from E";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660-005_I_20190307_01";"Naya Hiṭī - Inscription of ŚS 137 (cf Vajrācārya 2030, 539-42)";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660-001_P_20190307_01";"Nāya Hiṭī at Cyāsaḥ, Jahrũhiti, view from W";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660-006_P_20190307_01";"Nāya Hiṭī at Cyāsaḥ, well, view from SE";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660-003_P_20190307_01";"Nāya Hiṭī at Cyāsaḥ, statue of Gajalakṣmī, view from W";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_05";"Nāya Hiṭī at Cyāsaḥ, view from S";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660-002_P_20190307_01";"Nāya Hiṭī at Cyāsaḥ, statue of Balarāma, view from W";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_01";"Nāya Hiṭī at Cyāsaḥ, stone spout, view from W";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_08";"Nāya Hiṭī at Cyāsaḥ, statue of Buddha, view from E";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_02";"Nāya Hiṭī at Cyāsaḥ, view from W";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_A_2019_FLOOR_PLAN";"Nāya Hiṭī, floor plan";"";"";"2019";"";"1208668";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_03";"Nāya Hiṭī at Cyāsaḥ, view from N";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_07";"Nāya Hiṭī at Cyāsaḥ, view from SE";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_P_20190307_06";"Nāya Hiṭī  at Cyāsaḥ, view from NW";"";"";"2019-03-07";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_H_1976_Schroeder";"Nāya Hiṭī, Gajalakṣmī, view from W";"";"";"1976";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 41";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1660_H_2011_Schroeder";"Nāya Hiṭī, Gajalakṣmī, view from W";"";"";"2011";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 41";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1660_H_ca.1974_Pruscha";"Nāya Hiṭī, view from";"";"";"1974";"";"1173886";"photographer";"";"";"courtesy of Carl Pruscha";"Carl Pruscha, Kathmandu Valley, 1975, vol II, p 175 (P-166)";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1660_H_1996_Sukra_Sagar_Shrestha";"Nāya Hiṭī, Gajalakṣmī, view from W";"";"";"1996";"";"1603571";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 41";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1660_H_1976_Schroeder_01";"Nāya Hiti, Śivaliṅga, view from NW";"";"";"1976";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 169";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL4111_P_20190725_03";"Bajana Phalcā, view from N";"";"";"2019-07-25";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20190725_04";"Bajana Phalcā, view from SW";"";"";"2019-07-25";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20190725_05";"Bajana Phalcā, interiors, view from S";"";"";"2019-07-25";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20190725_02";"Bajana Phalcā, view from NW";"";"";"2019-07-25";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20190725_01";"Bajana Phalcā, view from SE";"";"";"2019-07-25";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220418_01";"Bajana Phalcā, view from S";"";"";"2022-04-18";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_003_20220403_01";"Bajana Phalcā, inscription integrated in the steel gate, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_002_20220403_02";"Bajana Phalcā, inscription (right), view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_004_20220403_01";"Bajana Phalcā, signboard, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_002_20220403_01";"Bajana Phalcā, inscription (left), view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111-001_P_20220404_02";"Bajana Phalcā, well, view from SE";"";"";"2022-04-04";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220403_01";"Bajana Phalcā, shed housing water filtration system, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220403_02";"Bajana Phalcā, shed housing water filtration system and storage tanks, view from NE";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111-001_P_20220404_01";"Bajana Phalcā, well, view from SW";"";"";"2022-04-04";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_001_20220403_01";"Bajana Phalcā, inscription from VS 2000, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220303_02";"Bhajana Phalcā, view from S";"";"";"2022-03-03";"";"1182530";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220422_01";"Bhajana Phalcā, view from S";"";"";"2022-04-22";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220303_01";"Bhajana Phalcā, view from S";"";"";"2022-03-03";"";"1182530";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-001_P_20200214_01";"Lakṣmīnārāyaṇa Sataḥ, statue of Lakṣmīnārāyaṇa, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044_O_20060324_NG_gutschow2011_p_649_1";"Lakṣmīnārāyaṇa Sataḥ, two representations of Lakṣmīnārāyaṇa in stone in the sanctum";"";"";"2006-03";"";"1248206";"photographer";"";"";"courtesy of Niels Gutschow";"Niels Gutschow, Architecture of the Newars, 2011, vol 2, p 649     A stone statue of Lakṣmīnārāyaṇa is enshrined in the sanctum The deities sit on a two-layered lotus pedestal A four-handed Nārāyaṇa sits in an āliḍha posture whilst holding a wheel and a lotus in his right hands and a club in one of his left hands His other left hand holds a conch and is embracing Lakṣmī She is depicted sitting in Nārāyaṇa’s lap, with one foot over a tortoise and one hand performing the gesture of vitarka";"";"";"LAL4044";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL4044_I_20200214_02";"Lakṣmīnārāyaṇa Sataḥ, stone inscription from NS 820, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044_I_20200214_04";"Lakṣmīnārāyaṇa Sataḥ, second part of an inscription on the strut from 821, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044_I_20200214_05";"Lakṣmīnārāyaṇa Sataḥ, third part of an inscription on the strut from 821, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044_I_20200214_06";"Lakṣmīnārāyaṇa Sataḥ, fourth part of an inscription on the strut from 821, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044_I_20200214_03";"Lakṣmīnārāyaṇa Sataḥ, first part of an inscription on the strut from 821, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044_I_20200214_01";"Lakṣmīnārāyaṇa Sataḥ, stone inscription from NS 1010, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-002_I_20200214_02";"Lakṣmīnārāyaṇa Sataḥ, first part of brass inscription from NS 1020, view from S";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-002_I_20200214_04";"Lakṣmīnārāyaṇa Sataḥ, third part of brass inscription from NS 1020, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-002_I_20200214_05";"Lakṣmīnārāyaṇa Sataḥ, fourth part of brass inscription from NS 1020, view from NE";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-002_I_20200214_03";"Lakṣmīnārāyaṇa Sataḥ, second part of brass inscription from NS 1020, view from SE";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-002_I_20200214_06";"Lakṣmīnārāyaṇa sataḥ, brass inscription from VS 2042, view from N";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-002_I_20200214_01";"Lakṣmīnārāyaṇa sataḥ, brass inscription from VS 2045, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4044-002_P_20200214_01";"Lakṣmīnārāyaṇa Sataḥ, statue of Kṛṣṇa with Menakā and Rukmiṇī, view from E";"";"";"2020-02-14";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4044";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
